Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Gus Gerard,Gus Gerard,1975,1981,F-G,8-Jun,200,7/27/1953,27/7/1953,1953,28,Virginia,https://www.basketball-reference.com/players/g/gerargu01.html,gerargu01,1953,28,6,,76802
Hamady N'Diaye,Hamady N'Diaye,2011,2014,C,Jul-00,235,1/12/1987,12/1/1987,1987,27,Rutgers University,https://www.basketball-reference.com/players/n/ndiayha01.html,ndiayha01,1987,27,3,,
Hamed Haddadi,Hamed Haddadi,2009,2013,C,2-Jul,254,5/19/1985,19/5/1985,1985,28,,https://www.basketball-reference.com/players/h/haddaha01.html,haddaha01,1985,28,4,,201632
Hamidou Diallo,Hamidou Diallo,2019,2024,G,5-Jun,202,7/31/1998,31/7/1998,1998,26,Kentucky,https://www.basketball-reference.com/players/d/diallha01.html,diallha01,1998,26,5,,1628977
Hank McDowell,Hank McDowell,1982,1987,F-C,9-Jun,215,11/13/1959,13/11/1959,1959,28,Memphis,https://www.basketball-reference.com/players/m/mcdowha01.html,mcdowha01,1959,28,5,,77527
Harold Ellis,Harold Ellis,1994,1998,G,5-Jun,200,10/7/1970,7/10/1970,1970,28,Morehouse College,https://www.basketball-reference.com/players/e/ellisha01.html,ellisha01,1970,28,4,,1677
Harold Miner,Harold Miner,1993,1996,G,5-Jun,210,5/5/1971,5/5/1971,1971,25,USC,https://www.basketball-reference.com/players/m/minerha01.html,minerha01,1971,25,3,,114
Harold Pressley,Harold Pressley,1987,1990,F-G,7-Jun,210,7/14/1963,14/7/1963,1963,27,Villanova,https://www.basketball-reference.com/players/p/pressha01.html,pressha01,1963,27,3,,77881
Harry Giles,Harry Giles,2019,2024,F-C,11-Jun,240,4/22/1998,22/4/1998,1998,26,Duke,https://www.basketball-reference.com/players/g/gilesha01.html,gilesha01,1998,26,5,,1628385
Harthorne Wingo,Harthorne Wingo,1973,1976,F,6-Jun,210,9/9/1947,9/9/1947,1947,29,Friendship Junior College,https://www.basketball-reference.com/players/w/wingoha01.html,wingoha01,1947,29,3,,78596
Hasheem Thabeet,Hasheem Thabeet,2010,2014,C,3-Jul,263,2/16/1987,16/2/1987,1987,27,UConn,https://www.basketball-reference.com/players/t/thabeha01.html,thabeha01,1987,27,4,,201934
Haywood Highsmith,Haywood Highsmith,2019,2025,F,7-Jun,220,12/9/1996,9/12/1996,1996,29,Wheeling University,https://www.basketball-reference.com/players/h/highsha01.html,highsha01,1996,29,6,,1629312
Henry Ellenson,Henry Ellenson,2017,2021,F,10-Jun,240,1/13/1997,13/1/1997,1997,24,Marquette,https://www.basketball-reference.com/players/e/ellenhe01.html,ellenhe01,1997,24,4,,1627740
Henry Sims,Henry Sims,2013,2016,C,10-Jun,248,3/27/1990,27/3/1990,1990,26,Georgetown,https://www.basketball-reference.com/players/s/simshe01.html,simshe01,1990,26,3,,203156
Henry Turner,Henry Turner,1990,1995,G-F,7-Jun,200,8/18/1966,18/8/1966,1966,29,Cal State Fullerton,https://www.basketball-reference.com/players/t/turnehe02.html,turnehe02,1966,29,5,,78379
Henry Walker,Henry Walker,2009,2015,F,6-Jun,220,10/9/1987,9/10/1987,1987,28,Kansas State,https://www.basketball-reference.com/players/w/walkebi01.html,walkebi01,1987,28,6,,201611
Herbert Jones,Herbert Jones,2022,2025,F,8-Jun,210,10/6/1998,6/10/1998,1998,27,Alabama,https://www.basketball-reference.com/players/j/joneshe01.html,joneshe01,1998,27,3,,1630529
Hollis Thompson,Hollis Thompson,2014,2017,G-F,8-Jun,206,4/3/1991,3/4/1991,1991,26,Georgetown,https://www.basketball-reference.com/players/t/thompho01.html,thompho01,1991,26,3,,203138
Rod Hundley,Rod Hundley,1958,1963,G,4-Jun,185,10/26/1934,26/10/1934,1934,29,West Virginia,https://www.basketball-reference.com/players/h/hundlho01.html,hundlho01,1934,29,5,modified,77082
Hub Reed,Hub Reed,1959,1965,C-F,9-Jun,215,10/4/1936,4/10/1936,1936,29,Oklahoma City University,https://www.basketball-reference.com/players/r/reedhu01.html,reedhu01,1936,29,6,,77927
Ian Clark,Ian Clark,2014,2019,G,3-Jun,175,3/7/1991,7/3/1991,1991,28,Belmont,https://www.basketball-reference.com/players/c/clarkia01.html,clarkia01,1991,28,5,,203546
Ike Diogu,Ike Diogu,2006,2012,F,8-Jun,250,9/11/1983,11/9/1983,1983,29,Arizona State,https://www.basketball-reference.com/players/d/dioguik01.html,dioguik01,1983,29,6,,101113
Immanuel Quickley,Immanuel Quickley,2021,2025,G,3-Jun,190,6/17/1999,17/6/1999,1999,26,Kentucky,https://www.basketball-reference.com/players/q/quickim01.html,quickim01,1999,26,4,,1630193
Irv Bemoras,Irv Bemoras,1954,1957,F-G,3-Jun,185,11/18/1930,18/11/1930,1930,27,Illinois,https://www.basketball-reference.com/players/b/bemorir01.html,bemorir01,1930,27,3,,76145
Isaac Bonga,Isaac Bonga,2019,2022,G,8-Jun,180,11/8/1999,8/11/1999,1999,23,,https://www.basketball-reference.com/players/b/bongais01.html,bongais01,1999,23,3,,1629067
Isaac Okoro,Isaac Okoro,2021,2025,G-F,5-Jun,225,1/26/2001,26/1/2001,2001,24,Auburn,https://www.basketball-reference.com/players/o/okorois01.html,okorois01,2001,24,4,,1630171
Isaiah Canaan,Isaiah Canaan,2014,2019,G,Jun-00,201,5/21/1991,21/5/1991,1991,28,Murray State,https://www.basketball-reference.com/players/c/canaais01.html,canaais01,1991,28,5,,203477
Isaiah Hartenstein,Isaiah Hartenstein,2019,2025,F,Jul-00,255,5/5/1998,5/5/1998,1998,27,,https://www.basketball-reference.com/players/h/harteis01.html,harteis01,1998,27,6,,1628392
Isaiah Jackson,Isaiah Jackson,2022,2025,C-F,10-Jun,206,1/10/2002,10/1/2002,2002,23,Kentucky,https://www.basketball-reference.com/players/j/jacksis01.html,jacksis01,2002,23,3,,1630543
Isaiah Joe,Isaiah Joe,2021,2025,G,5-Jun,181,7/2/1999,2/7/1999,1999,26,Arkansas,https://www.basketball-reference.com/players/j/joeis01.html,joeis01,1999,26,4,,1630198
Isaiah Roby,Isaiah Roby,2020,2023,F,8-Jun,230,2/3/1998,3/2/1998,1998,25,Nebraska,https://www.basketball-reference.com/players/r/robyis01.html,robyis01,1998,25,3,,1629676
Isaiah Stewart,Isaiah Stewart,2021,2025,F-C,8-Jun,250,5/22/2001,22/5/2001,2001,24,Washington,https://www.basketball-reference.com/players/s/stewais01.html,stewais01,2001,24,4,,1630191
Ivano Newbill,Ivano Newbill,1995,1998,F,9-Jun,245,12/12/1970,12/12/1970,1970,28,Georgia Tech,https://www.basketball-reference.com/players/n/newbiiv01.html,newbiiv01,1970,28,3,,1096
Ivica Zubac,Ivica Zubac,2017,2025,C,Jul-00,240,3/18/1997,18/3/1997,1997,28,,https://www.basketball-reference.com/players/z/zubaciv01.html,zubaciv01,1997,28,8,,1627826
JJ Hickson,JJ Hickson,2009,2016,F-C,9-Jun,242,9/4/1988,4/9/1988,1988,28,NC State,https://www.basketball-reference.com/players/h/hicksjj01.html,hicksjj01,1988,28,7,modified,201581
Ja Morant,Ja Morant,2020,2025,G,2-Jun,174,8/10/1999,10/8/1999,1999,26,Murray State,https://www.basketball-reference.com/players/m/moranja01.html,moranja01,1999,26,5,,1629630
Jérôme Moïso,Jérôme Moïso,2001,2005,F-C,10-Jun,235,6/15/1978,15/6/1978,1978,27,UCLA,https://www.basketball-reference.com/players/m/moisoje01.html,moisoje01,1978,27,4,,2040
Jabari Parker,Jabari Parker,2015,2022,F,8-Jun,245,3/15/1995,15/3/1995,1995,27,Duke,https://www.basketball-reference.com/players/p/parkeja01.html,parkeja01,1995,27,7,,203953
Jabari Smith,Jabari Smith,2001,2005,C,11-Jun,250,2/12/1977,12/2/1977,1977,28,LSU,https://www.basketball-reference.com/players/s/smithja01.html,smithja01,1977,28,4,,2074
Jack Cooley,Jack Cooley,2015,2018,F-C,9-Jun,260,4/12/1991,12/4/1991,1991,27,Notre Dame,https://www.basketball-reference.com/players/c/cooleja01.html,cooleja01,1991,27,3,,204022
Jack Kerris,Jack Kerris,1950,1953,F-C,6-Jun,215,1/30/1925,30/1/1925,1925,28,Loyola Chicago,https://www.basketball-reference.com/players/k/kerrija01.html,kerrija01,1925,28,3,,77249
Jackie Robinson,Jackie Robinson,1979,1982,F,6-Jun,210,5/20/1955,20/5/1955,1955,27,UNLV,https://www.basketball-reference.com/players/r/robinja01.html,robinja01,1955,27,3,,77989
Jacky Dorsey,Jacky Dorsey,1978,1981,F,7-Jun,230,12/18/1954,18/12/1954,1954,27,Georgia,https://www.basketball-reference.com/players/d/dorseja01.html,dorseja01,1954,27,3,,76587
Jaden McDaniels,Jaden McDaniels,2021,2025,F,9-Jun,185,9/29/2000,29/9/2000,2000,25,Washington,https://www.basketball-reference.com/players/m/mcdanja02.html,mcdanja02,2000,25,4,,1630183
Jaden Springer,Jaden Springer,2022,2025,G,4-Jun,204,9/25/2002,25/9/2002,2002,23,Tennessee,https://www.basketball-reference.com/players/s/sprinja01.html,sprinja01,2002,23,3,,1630531
Jahidi White,Jahidi White,1999,2005,F-C,9-Jun,290,2/19/1976,19/2/1976,1976,29,Georgetown,https://www.basketball-reference.com/players/w/whiteja01.html,whiteja01,1976,29,6,,1751
Jahlil Okafor,Jahlil Okafor,2016,2021,C-F,10-Jun,270,12/15/1995,15/12/1995,1995,26,Duke,https://www.basketball-reference.com/players/o/okafoja01.html,okafoja01,1995,26,5,,1626143
Jahmi'us Ramsey,Jahmi'us Ramsey,2021,2024,G,3-Jun,190,6/9/2001,9/6/2001,2001,23,Texas Tech,https://www.basketball-reference.com/players/r/ramseja01.html,ramseja01,2001,23,3,,1630186
JaKarr Sampson,JaKarr Sampson,2015,2021,G-F,7-Jun,214,3/20/1993,20/3/1993,1993,28,St. John's,https://www.basketball-reference.com/players/s/sampsja02.html,sampsja02,1993,28,6,,203960
Jake Layman,Jake Layman,2017,2022,F,8-Jun,209,3/7/1994,7/3/1994,1994,28,Maryland,https://www.basketball-reference.com/players/l/laymaja01.html,laymaja01,1994,28,5,,1627774
Jake Tsakalidis,Jake Tsakalidis,2001,2007,C,2-Jul,285,6/10/1979,10/6/1979,1979,28,,https://www.basketball-reference.com/players/t/tsakaja01.html,tsakaja01,1979,28,6,,2054
Jalen Brunson,Jalen Brunson,2019,2025,G,2-Jun,190,8/31/1996,31/8/1996,1996,29,Villanova,https://www.basketball-reference.com/players/b/brunsja01.html,brunsja01,1996,29,6,,1628973
Jalen Green,Jalen Green,2022,2025,G,4-Jun,178,2/9/2002,9/2/2002,2002,23,,https://www.basketball-reference.com/players/g/greenja05.html,greenja05,2002,23,3,,1630224
Jalen Johnson,Jalen Johnson,2022,2025,F,9-Jun,220,12/18/2001,18/12/2001,2001,24,Duke,https://www.basketball-reference.com/players/j/johnsja05.html,johnsja05,2001,24,3,,1630552
Jalen McDaniels,Jalen McDaniels,2020,2024,F,9-Jun,205,1/31/1998,31/1/1998,1998,26,San Diego State,https://www.basketball-reference.com/players/m/mcdanja01.html,mcdanja01,1998,26,4,,1629667
Jalen Smith,Jalen Smith,2021,2025,F,10-Jun,215,3/16/2000,16/3/2000,2000,25,Maryland,https://www.basketball-reference.com/players/s/smithja04.html,smithja04,2000,25,4,,1630188
Jalen Suggs,Jalen Suggs,2022,2025,G,5-Jun,205,6/3/2001,3/6/2001,2001,24,Gonzaga,https://www.basketball-reference.com/players/s/suggsja01.html,suggsja01,2001,24,3,,1630591
Jamal Murray,Jamal Murray,2017,2025,G,4-Jun,215,2/23/1997,23/2/1997,1997,28,Kentucky,https://www.basketball-reference.com/players/m/murraja01.html,murraja01,1997,28,8,,1627750
Jamal Sampson,Jamal Sampson,2003,2007,F-C,11-Jun,235,5/15/1983,15/5/1983,1983,24,California,https://www.basketball-reference.com/players/s/sampsja01.html,sampsja01,1983,24,4,,2441
James Anderson,James Anderson,2011,2016,G-F,6-Jun,213,3/25/1989,25/3/1989,1989,27,Oklahoma State,https://www.basketball-reference.com/players/a/anderja01.html,anderja01,1989,27,5,,202341
James Hardy,James Hardy,1979,1982,F-C,8-Jun,220,12/1/1956,1/12/1956,1956,26,San Francisco,https://www.basketball-reference.com/players/h/hardyja01.html,hardyja01,1956,26,3,,76948
James Michael McAdoo,James Michael McAdoo,2015,2018,F,9-Jun,230,1/4/1993,4/1/1993,1993,25,UNC,https://www.basketball-reference.com/players/m/mcadoja01.html,mcadoja01,1993,25,3,,203949
James Wiseman,James Wiseman,2021,2025,C,Jul-00,240,3/31/2001,31/3/2001,2001,24,Memphis,https://www.basketball-reference.com/players/w/wisemja01.html,wisemja01,2001,24,4,,1630164
James Young,James Young,2015,2018,G-F,6-Jun,215,8/16/1995,16/8/1995,1995,23,Kentucky,https://www.basketball-reference.com/players/y/youngja01.html,youngja01,1995,23,3,,203923
Jamie Feick,Jamie Feick,1997,2001,C,9-Jun,255,7/3/1974,3/7/1974,1974,27,Michigan State,https://www.basketball-reference.com/players/f/feickja01.html,feickja01,1974,27,4,,994
Jamie Watson,Jamie Watson,1995,1999,F,7-Jun,190,2/23/1972,23/2/1972,1972,27,South Carolina,https://www.basketball-reference.com/players/w/watsoja01.html,watsoja01,1972,27,4,,320
Jamison Brewer,Jamison Brewer,2002,2005,G,4-Jun,184,11/19/1980,19/11/1980,1980,25,Auburn,https://www.basketball-reference.com/players/b/breweja01.html,breweja01,1980,25,3,,2249
Jared Butler,Jared Butler,2022,2025,G,3-Jun,195,8/25/2000,25/8/2000,2000,25,Baylor,https://www.basketball-reference.com/players/b/butleja02.html,butleja02,2000,25,3,,1630215
Jared Cunningham,Jared Cunningham,2013,2016,G,4-Jun,195,5/22/1991,22/5/1991,1991,25,Oregon State,https://www.basketball-reference.com/players/c/cunnija01.html,cunnija01,1991,25,3,,203099
Jared Sullinger,Jared Sullinger,2013,2017,F,9-Jun,260,3/4/1992,4/3/1992,1992,25,Ohio State,https://www.basketball-reference.com/players/s/sullija01.html,sullija01,1992,25,4,,203096
Jarell Martin,Jarell Martin,2016,2019,F,10-Jun,239,5/24/1994,24/5/1994,1994,25,LSU,https://www.basketball-reference.com/players/m/martija01.html,martija01,1994,25,3,,1626185
Jaren Jackson Jr.,Jaren Jackson Jr.,2019,2025,F,10-Jun,242,9/15/1999,15/9/1999,1999,26,Michigan State,https://www.basketball-reference.com/players/j/jacksja02.html,jacksja02,1999,26,6,,1628991
Jarred Vanderbilt,Jarred Vanderbilt,2019,2024,F,8-Jun,214,4/3/1999,3/4/1999,1999,25,Kentucky,https://www.basketball-reference.com/players/v/vandeja01.html,vandeja01,1999,25,5,,1629020
Jarrell Brantley,Jarrell Brantley,2020,2023,F,5-Jun,250,6/7/1996,7/6/1996,1996,27,College of Charleston,https://www.basketball-reference.com/players/b/brantja01.html,brantja01,1996,27,3,,1629714
Jarrett Allen,Jarrett Allen,2018,2025,C-F,11-Jun,243,4/21/1998,21/4/1998,1998,27,Texas,https://www.basketball-reference.com/players/a/allenja01.html,allenja01,1998,27,7,,1628386
Jarrett Culver,Jarrett Culver,2020,2023,G,6-Jun,195,2/20/1999,20/2/1999,1999,24,Texas Tech,https://www.basketball-reference.com/players/c/culveja01.html,culveja01,1999,24,3,,1629633
Jarrod Uthoff,Jarrod Uthoff,2017,2020,F,9-Jun,221,5/19/1993,19/5/1993,1993,27,Iowa,https://www.basketball-reference.com/players/u/uthofja01.html,uthofja01,1993,27,3,,1627784
Jarvis Hayes,Jarvis Hayes,2004,2010,F,7-Jun,220,8/9/1981,9/8/1981,1981,29,"Western Carolina University, Georgia",https://www.basketball-reference.com/players/h/hayesja01.html,hayesja01,1981,29,6,,2553
Jason Collier,Jason Collier,2001,2005,C,Jul-00,260,9/8/1977,8/9/1977,1977,28,"Indiana, Georgia Tech",https://www.basketball-reference.com/players/c/collija02.html,collija02,1977,28,4,,2044
Jaxson Hayes,Jaxson Hayes,2020,2025,F,Jul-00,220,5/23/2000,23/5/2000,2000,25,Texas,https://www.basketball-reference.com/players/h/hayesja02.html,hayesja02,2000,25,5,,1629637
Jay Huff,Jay Huff,2022,2025,F-C,1-Jul,240,8/25/1998,25/8/1998,1998,27,Virginia,https://www.basketball-reference.com/players/h/huffja01.html,huffja01,1998,27,3,,1630643
Jay Miller,Jay Miller,1968,1971,F,5-Jun,205,7/19/1943,19/7/1943,1943,28,Notre Dame,https://www.basketball-reference.com/players/m/milleja01.html,milleja01,1943,28,3,,77601
Jay Murphy,Jay Murphy,1985,1988,F,9-Jun,220,6/26/1962,26/6/1962,1962,26,Boston College,https://www.basketball-reference.com/players/m/murphja01.html,murphja01,1962,26,3,,77670
Jaylen Brown,Jaylen Brown,2017,2025,F-G,6-Jun,223,10/24/1996,24/10/1996,1996,29,California,https://www.basketball-reference.com/players/b/brownja02.html,brownja02,1996,29,8,,1627759
Jaylen Morris,Jaylen Morris,2018,2022,G,5-Jun,185,9/19/1995,19/9/1995,1995,27,Molloy,https://www.basketball-reference.com/players/m/morrija01.html,morrija01,1995,27,4,,1628537
Jaylen Nowell,Jaylen Nowell,2020,2025,G,4-Jun,201,7/9/1999,9/7/1999,1999,26,Washington,https://www.basketball-reference.com/players/n/nowelja01.html,nowelja01,1999,26,5,,1629669
Jayson Tatum,Jayson Tatum,2018,2025,F,8-Jun,210,3/3/1998,3/3/1998,1998,27,Duke,https://www.basketball-reference.com/players/t/tatumja01.html,tatumja01,1998,27,7,,1628369
Jeff Adrien,Jeff Adrien,2011,2015,F,7-Jun,245,2/10/1986,10/2/1986,1986,29,UConn,https://www.basketball-reference.com/players/a/adrieje01.html,adrieje01,1986,29,4,,202399
Jeff Ayres,Jeff Ayres,2010,2016,F,9-Jun,240,4/29/1987,29/4/1987,1987,29,Arizona State,https://www.basketball-reference.com/players/p/pendeje02.html,pendeje02,1987,29,6,,201965
Jeff Congdon,Jeff Congdon,1968,1972,G,1-Jun,180,10/17/1943,17/10/1943,1943,29,BYU,https://www.basketball-reference.com/players/c/congdje01.html,congdje01,1943,29,4,,
Jeff Dowtin,Jeff Dowtin,2022,2025,G,3-Jun,185,5/10/1997,10/5/1997,1997,28,Rhode Island,https://www.basketball-reference.com/players/d/dowtije01.html,dowtije01,1997,28,3,,1630288
Jeff Judkins,Jeff Judkins,1979,1983,G-F,6-Jun,185,3/23/1956,23/3/1956,1956,27,Utah,https://www.basketball-reference.com/players/j/judkije01.html,judkije01,1956,27,4,,77215
Jeff Sanders,Jeff Sanders,1990,1993,F,8-Jun,225,1/14/1966,14/1/1966,1966,27,Georgia Southern University,https://www.basketball-reference.com/players/s/sandeje01.html,sandeje01,1966,27,3,,1874
Jeff Taylor,Jeff Taylor,1983,1987,G,4-Jun,175,1/1/1960,1/1/1960,1960,27,Texas Tech,https://www.basketball-reference.com/players/t/tayloje01.html,tayloje01,1960,27,4,,78299
Jeff Withey,Jeff Withey,2014,2018,C,Jul-00,231,3/7/1990,7/3/1990,1990,28,Kansas,https://www.basketball-reference.com/players/w/witheje01.html,witheje01,1990,28,4,,203481
Jemerrio Jones,Jemerrio Jones,2019,2022,F,5-Jun,174,4/9/1995,9/4/1995,1995,27,"Hill College, New Mexico State",https://www.basketball-reference.com/players/j/jonesje01.html,jonesje01,1995,27,3,,1629203
Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,2022,2025,F,9-Jun,230,11/3/2000,3/11/2000,2000,25,Villanova,https://www.basketball-reference.com/players/r/robinje02.html,robinje02,2000,25,3,,1630526
Jerian Grant,Jerian Grant,2016,2020,G,4-Jun,205,10/9/1992,9/10/1992,1992,28,Notre Dame,https://www.basketball-reference.com/players/g/grantje02.html,grantje02,1992,28,4,,1626170
Jericho Sims,Jericho Sims,2022,2025,F,10-Jun,245,10/20/1998,20/10/1998,1998,27,Texas,https://www.basketball-reference.com/players/s/simsje01.html,simsje01,1998,27,3,,1630579
Jerome Jordan,Jerome Jordan,2012,2015,C,Jul-00,253,9/29/1986,29/9/1986,1986,29,Tulsa,https://www.basketball-reference.com/players/j/jordaje01.html,jordaje01,1986,29,3,,202366
Jerome Lane,Jerome Lane,1989,1993,F,6-Jun,230,12/4/1966,4/12/1966,1966,27,Pitt,https://www.basketball-reference.com/players/l/laneje01.html,laneje01,1966,27,4,,77335
Jerome Robinson,Jerome Robinson,2019,2024,G,4-Jun,190,2/22/1997,22/2/1997,1997,27,Boston College,https://www.basketball-reference.com/players/r/robinje01.html,robinje01,1997,27,5,,1629010
Jerrod Mustaf,Jerrod Mustaf,1991,1994,F-C,10-Jun,238,10/28/1969,28/10/1969,1969,25,Maryland,https://www.basketball-reference.com/players/m/mustaje01.html,mustaje01,1969,25,3,,1054
Jerry Eaves,Jerry Eaves,1983,1987,G,4-Jun,180,2/8/1959,8/2/1959,1959,28,Louisville,https://www.basketball-reference.com/players/e/eavesje01.html,eavesje01,1959,28,4,,76632
Jerry Harkness,Jerry Harkness,1964,1969,G,2-Jun,175,5/7/1940,7/5/1940,1940,29,Loyola Chicago,https://www.basketball-reference.com/players/h/harknje01.html,harknje01,1940,29,5,,76950
Jerry Rullo,Jerry Rullo,1947,1950,G,10-May,165,6/23/1923,23/6/1923,1923,27,Temple,https://www.basketball-reference.com/players/r/rulloje01.html,rulloje01,1923,27,3,,78043
Jiří Welsch,Jiří Welsch,2003,2006,G,7-Jun,208,1/27/1980,27/1/1980,1980,26,,https://www.basketball-reference.com/players/w/welscji01.html,welscji01,1980,26,3,,2412
Jim Holstein,Jim Holstein,1953,1956,F-G,3-Jun,180,9/24/1930,24/9/1930,1930,26,Cincinnati,https://www.basketball-reference.com/players/h/holstji01.html,holstji01,1930,26,3,,77045
Jim Krebs,Jim Krebs,1958,1964,C-F,8-Jun,230,9/8/1935,8/9/1935,1935,29,SMU,https://www.basketball-reference.com/players/k/krebsji01.html,krebsji01,1935,29,6,,77311
Jim McElroy,Jim McElroy,1976,1982,G,3-Jun,190,10/4/1953,4/10/1953,1953,29,Central Michigan University,https://www.basketball-reference.com/players/m/mcelrji01.html,mcelrji01,1953,29,6,,77528
Jim McIlvaine,Jim McIlvaine,1995,2001,C,1-Jul,240,7/30/1972,30/7/1972,1972,29,Marquette,https://www.basketball-reference.com/players/m/mcilvji01.html,mcilvji01,1972,29,6,,29
Jim Ray,Jim Ray,1957,1960,G,1-Jun,180,1/12/1934,12/1/1934,1934,26,Toledo,https://www.basketball-reference.com/players/r/rayji01.html,rayji01,1934,26,3,,77919
Jim Seminoff,Jim Seminoff,1947,1950,G-F,2-Jun,190,9/1/1922,1/9/1922,1922,28,USC,https://www.basketball-reference.com/players/s/seminji01.html,seminji01,1922,28,3,,78114
Jim Spanarkel,Jim Spanarkel,1980,1984,G-F,5-Jun,190,6/28/1957,28/6/1957,1957,27,Duke,https://www.basketball-reference.com/players/s/spanaji01.html,spanaji01,1957,27,4,,78222
